image_name,label,x_min,y_min,x_max,y_max
fall_1753352503463.png,fall,103,294,237,374
fall_1753352503489.png,fall,103,293,240,372
fall_1753352503516.png,fall,103,291,242,369
no_fall_1753352506895.png,no_fall,,,,
no_fall_1753352508908.png,no_fall,,,,
no_fall_1753352510942.png,no_fall,,,,
no_fall_1753352512954.png,no_fall,,,,
no_fall_1753352514962.png,no_fall,,,,
no_fall_1753352516974.png,no_fall,,,,
no_fall_1753352518985.png,no_fall,,,,
no_fall_1753352520997.png,no_fall,,,,
no_fall_1753352523002.png,no_fall,,,,
fall_1753352523363.png,fall,184,445,310,527
fall_1753352523388.png,fall,183,445,313,530
fall_1753352523415.png,fall,183,445,316,532
no_fall_1753352525012.png,no_fall,,,,
no_fall_1753352527023.png,no_fall,,,,
no_fall_1753352529031.png,no_fall,,,,
fall_1753352530960.png,fall,109,442,250,530
fall_1753352530984.png,fall,110,444,251,533
fall_1753352531016.png,fall,111,445,252,535
no_fall_1753352533050.png,no_fall,,,,
no_fall_1753352535064.png,no_fall,,,,
fall_1753352535330.png,fall,33,449,168,520
fall_1753352535354.png,fall,33,451,170,523
fall_1753352535383.png,fall,34,453,174,525
no_fall_1753352539084.png,no_fall,,,,
no_fall_1753352541094.png,no_fall,,,,
fall_1753352541195.png,fall,171,298,293,372
fall_1753352541220.png,fall,168,295,296,372
fall_1753352541250.png,fall,166,292,301,373
no_fall_1753352543102.png,no_fall,,,,
fall_1753352543192.png,fall,-34,294,118,375
fall_1753352543219.png,fall,-34,291,121,375
fall_1753352543249.png,fall,-34,289,123,375
fall_1753352544095.png,fall,164,448,288,524
fall_1753352544119.png,fall,162,447,291,526
fall_1753352544150.png,fall,160,447,294,530
no_fall_1753352549130.png,no_fall,,,,
no_fall_1753352551144.png,no_fall,,,,
fall_1753352552697.png,fall,-8,450,131,522
fall_1753352552721.png,fall,-10,450,135,523
fall_1753352552750.png,fall,-11,451,140,525
no_fall_1753352557171.png,no_fall,,,,
fall_1753352558231.png,fall,-42,445,114,529
fall_1753352558255.png,fall,-46,447,119,535
fall_1753352558283.png,fall,-49,448,123,540
no_fall_1753352563200.png,no_fall,,,,
no_fall_1753352565210.png,no_fall,,,,
no_fall_1753352567224.png,no_fall,,,,
no_fall_1753352569229.png,no_fall,,,,
no_fall_1753352571242.png,no_fall,,,,
fall_1753352572928.png,fall,93,299,221,371
fall_1753352572953.png,fall,93,297,223,371
fall_1753352572984.png,fall,93,294,226,371
no_fall_1753352575261.png,no_fall,,,,
no_fall_1753352577272.png,no_fall,,,,
fall_1753352578894.png,fall,-68,446,87,526
fall_1753352578918.png,fall,-69,446,91,528
fall_1753352578950.png,fall,-70,447,94,531
no_fall_1753352585311.png,no_fall,,,,
no_fall_1753352587323.png,no_fall,,,,
no_fall_1753352589328.png,no_fall,,,,
fall_1753352591228.png,fall,-50,299,95,372
fall_1753352591253.png,fall,-52,296,100,371
fall_1753352591283.png,fall,-54,293,104,370
fall_1753352594463.png,fall,-48,291,109,375
fall_1753352594488.png,fall,-49,290,112,374
fall_1753352594517.png,fall,-49,289,116,373
no_fall_1753352599381.png,no_fall,,,,
fall_1753352600796.png,fall,120,447,249,523
fall_1753352600820.png,fall,120,449,251,524
fall_1753352600850.png,fall,120,450,254,524
no_fall_1753352603410.png,no_fall,,,,
no_fall_1753352605440.png,no_fall,,,,
no_fall_1753352607453.png,no_fall,,,,
no_fall_1753352609463.png,no_fall,,,,
fall_1753352609487.png,fall,-46,449,101,523
fall_1753352609517.png,fall,-48,450,104,525
fall_1753352609549.png,fall,-49,451,108,526
no_fall_1753352615492.png,no_fall,,,,
no_fall_1753352617500.png,no_fall,,,,
no_fall_1753352619511.png,no_fall,,,,
no_fall_1753352621522.png,no_fall,,,,
no_fall_1753352623529.png,no_fall,,,,
no_fall_1753352625540.png,no_fall,,,,
fall_1753352626394.png,fall,45,298,181,372
fall_1753352626418.png,fall,43,295,185,372
fall_1753352626447.png,fall,41,293,189,372
no_fall_1753352631572.png,no_fall,,,,
no_fall_1753352633582.png,no_fall,,,,
no_fall_1753352635592.png,no_fall,,,,
fall_1753352635996.png,fall,71,449,203,522
fall_1753352636020.png,fall,72,450,204,521
fall_1753352636050.png,fall,72,451,207,524
no_fall_1753352639611.png,no_fall,,,,
no_fall_1753352641621.png,no_fall,,,,
no_fall_1753352643631.png,no_fall,,,,
no_fall_1753352645640.png,no_fall,,,,
no_fall_1753352647650.png,no_fall,,,,
no_fall_1753352649661.png,no_fall,,,,
no_fall_1753352651669.png,no_fall,,,,
no_fall_1753352653680.png,no_fall,,,,
fall_1753352655095.png,fall,112,447,244,526
fall_1753352655120.png,fall,113,448,245,527
fall_1753352655150.png,fall,115,449,247,528
no_fall_1753352657698.png,no_fall,,,,
no_fall_1753352659713.png,no_fall,,,,
fall_1753352661696.png,fall,140,297,267,373
fall_1753352661720.png,fall,138,294,271,372
fall_1753352661749.png,fall,136,291,274,370
no_fall_1753352663730.png,no_fall,,,,
no_fall_1753352665739.png,no_fall,,,,
no_fall_1753352667751.png,no_fall,,,,
no_fall_1753352669763.png,no_fall,,,,
no_fall_1753352671769.png,no_fall,,,,
no_fall_1753352673780.png,no_fall,,,,
fall_1753352675297.png,fall,63,447,200,524
fall_1753352675321.png,fall,63,447,202,526
fall_1753352675349.png,fall,64,448,205,529
fall_1753352678491.png,fall,-75,451,71,522
fall_1753352678520.png,fall,-77,452,74,524
fall_1753352678551.png,fall,-78,454,78,527
fall_1753352680531.png,fall,174,449,294,521
fall_1753352680556.png,fall,174,450,296,522
fall_1753352680583.png,fall,174,451,298,523
no_fall_1753352685839.png,no_fall,,,,
fall_1753352686262.png,fall,1,444,154,531
fall_1753352686287.png,fall,1,444,156,532
fall_1753352686316.png,fall,2,445,158,534
fall_1753352686454.png,fall,165,297,288,372
fall_1753352686483.png,fall,164,295,293,372
fall_1753352686516.png,fall,162,293,296,373
no_fall_1753352691868.png,no_fall,,,,
no_fall_1753352693881.png,no_fall,,,,
no_fall_1753352695890.png,no_fall,,,,
no_fall_1753352697899.png,no_fall,,,,
fall_1753352698926.png,fall,-116,448,39,522
fall_1753352698952.png,fall,-114,450,39,523
fall_1753352698983.png,fall,-111,452,41,523
no_fall_1753352705939.png,no_fall,,,,
no_fall_1753352707945.png,no_fall,,,,
no_fall_1753352709961.png,no_fall,,,,
fall_1753352710464.png,fall,157,297,282,373
fall_1753352710489.png,fall,158,297,284,371
fall_1753352710516.png,fall,159,297,286,369
no_fall_1753352711969.png,no_fall,,,,
fall_1753352712161.png,fall,85,444,224,527
fall_1753352712186.png,fall,83,444,228,530
fall_1753352712216.png,fall,81,444,232,533
no_fall_1753352715992.png,no_fall,,,,
no_fall_1753352717997.png,no_fall,,,,
no_fall_1753352720010.png,no_fall,,,,
fall_1753352720397.png,fall,50,450,183,521
fall_1753352720422.png,fall,46,450,187,525
fall_1753352720450.png,fall,43,451,193,529
no_fall_1753352724031.png,no_fall,,,,
fall_1753352725638.png,fall,154,446,280,523
fall_1753352725661.png,fall,154,448,284,525
fall_1753352725682.png,fall,154,449,287,525
no_fall_1753352728051.png,no_fall,,,,
no_fall_1753352730061.png,no_fall,,,,
no_fall_1753352732069.png,no_fall,,,,
no_fall_1753352734079.png,no_fall,,,,
no_fall_1753352736090.png,no_fall,,,,
no_fall_1753352738099.png,no_fall,,,,
no_fall_1753352740110.png,no_fall,,,,
no_fall_1753352742120.png,no_fall,,,,
no_fall_1753352744128.png,no_fall,,,,
no_fall_1753352746141.png,no_fall,,,,
no_fall_1753352748154.png,no_fall,,,,
fall_1753352748303.png,fall,-70,449,77,521
fall_1753352748329.png,fall,-69,450,79,521
fall_1753352748356.png,fall,-69,451,83,524
no_fall_1753352754194.png,no_fall,,,,
no_fall_1753352756203.png,no_fall,,,,
no_fall_1753352758212.png,no_fall,,,,
no_fall_1753352760230.png,no_fall,,,,
no_fall_1753352762244.png,no_fall,,,,
no_fall_1753352764257.png,no_fall,,,,
no_fall_1753352766264.png,no_fall,,,,
fall_1753352767322.png,fall,-24,447,124,525
fall_1753352767347.png,fall,-25,447,128,527
fall_1753352767378.png,fall,-26,447,131,528
no_fall_1753352772295.png,no_fall,,,,
no_fall_1753352774309.png,no_fall,,,,
no_fall_1753352776320.png,no_fall,,,,
no_fall_1753352778331.png,no_fall,,,,
no_fall_1753352780340.png,no_fall,,,,
no_fall_1753352782355.png,no_fall,,,,
no_fall_1753352784364.png,no_fall,,,,
fall_1753352786264.png,fall,19,445,165,526
fall_1753352786289.png,fall,18,445,167,529
fall_1753352786317.png,fall,176,449,297,523
fall_1753352786333.png,fall,18,445,171,531
fall_1753352786354.png,fall,176,451,299,524
fall_1753352786383.png,fall,176,453,302,525
fall_1753352788063.png,fall,-43,445,111,527
fall_1753352788088.png,fall,-43,446,113,527
fall_1753352788117.png,fall,-42,448,116,528
no_fall_1753352794443.png,no_fall,,,,
no_fall_1753352796454.png,no_fall,,,,
fall_1753352796933.png,fall,-48,448,100,523
fall_1753352796958.png,fall,-50,449,103,523
fall_1753352796985.png,fall,-51,451,106,524
no_fall_1753352802484.png,no_fall,,,,
no_fall_1753352804494.png,no_fall,,,,
fall_1753352804699.png,fall,187,299,305,371
fall_1753352804724.png,fall,188,298,307,370
fall_1753352804753.png,fall,188,295,310,369
no_fall_1753352806501.png,no_fall,,,,
fall_1753352808536.png,fall,-84,289,82,377
fall_1753352808561.png,fall,-84,289,84,376
fall_1753352808586.png,fall,-84,288,87,374
fall_1753352808653.png,fall,80,446,217,526
fall_1753352808685.png,fall,78,446,221,528
fall_1753352808719.png,fall,77,446,224,530
no_fall_1753352814542.png,no_fall,,,,
no_fall_1753352816556.png,no_fall,,,,
no_fall_1753352818565.png,no_fall,,,,
no_fall_1753352820573.png,no_fall,,,,
no_fall_1753352822583.png,no_fall,,,,
no_fall_1753352824594.png,no_fall,,,,
no_fall_1753352826601.png,no_fall,,,,
no_fall_1753352828614.png,no_fall,,,,
no_fall_1753352830625.png,no_fall,,,,
no_fall_1753352832633.png,no_fall,,,,
no_fall_1753352834643.png,no_fall,,,,
fall_1753352836133.png,fall,-62,296,90,374
fall_1753352836158.png,fall,-63,293,94,374
fall_1753352836186.png,fall,-64,291,97,374
fall_1753352837100.png,fall,141,299,264,371
fall_1753352837125.png,fall,140,298,267,370
fall_1753352837154.png,fall,138,296,270,370
fall_1753352841302.png,fall,39,444,188,531
fall_1753352841327.png,fall,37,445,191,534
fall_1753352841353.png,fall,36,447,195,538
no_fall_1753352844695.png,no_fall,,,,
no_fall_1753352846701.png,no_fall,,,,
no_fall_1753352848715.png,no_fall,,,,
no_fall_1753352850724.png,no_fall,,,,
fall_1753352850866.png,fall,71,299,202,371
fall_1753352850891.png,fall,68,295,207,371
fall_1753352850921.png,fall,65,292,212,371
no_fall_1753352854745.png,no_fall,,,,
fall_1753352856699.png,fall,-98,293,64,375
fall_1753352856723.png,fall,-99,292,67,375
fall_1753352856754.png,fall,-100,290,70,374
fall_1753352862799.png,fall,58,448,193,523
fall_1753352862823.png,fall,58,449,196,523
fall_1753352862854.png,fall,58,451,199,523
fall_1753352866699.png,fall,-51,293,105,375
fall_1753352866723.png,fall,-48,292,104,372
fall_1753352866754.png,fall,-44,292,105,369
no_fall_1753352872834.png,no_fall,,,,
no_fall_1753352874843.png,no_fall,,,,
no_fall_1753352876855.png,no_fall,,,,
fall_1753352878300.png,fall,-70,296,81,371
fall_1753352878325.png,fall,-72,294,84,369
fall_1753352878354.png,fall,-73,292,88,367
no_fall_1753352884894.png,no_fall,,,,
no_fall_1753352886902.png,no_fall,,,,
no_fall_1753352888916.png,no_fall,,,,
fall_1753352890002.png,fall,63,298,198,373
fall_1753352890029.png,fall,59,294,202,373
fall_1753352890054.png,fall,57,291,208,374
no_fall_1753352892934.png,no_fall,,,,
no_fall_1753352894943.png,no_fall,,,,
no_fall_1753352896952.png,no_fall,,,,
no_fall_1753352898964.png,no_fall,,,,
no_fall_1753352900971.png,no_fall,,,,
no_fall_1753352902986.png,no_fall,,,,
no_fall_1753352904995.png,no_fall,,,,
no_fall_1753352907001.png,no_fall,,,,
no_fall_1753352909012.png,no_fall,,,,
no_fall_1753352911024.png,no_fall,,,,
fall_1753352912334.png,fall,-38,442,123,531
fall_1753352912358.png,fall,-37,443,126,532
fall_1753352912388.png,fall,-37,444,128,533
fall_1753352916568.png,fall,31,298,169,373
fall_1753352916593.png,fall,31,296,172,371
fall_1753352916620.png,fall,31,295,174,371
fall_1753352918800.png,fall,-10,447,136,525
fall_1753352918825.png,fall,-12,447,140,526
fall_1753352918854.png,fall,-14,448,144,529
no_fall_1753352923111.png,no_fall,,,,
no_fall_1753352925125.png,no_fall,,,,
no_fall_1753352927134.png,no_fall,,,,
no_fall_1753352929141.png,no_fall,,,,
no_fall_1753352931153.png,no_fall,,,,
no_fall_1753352933162.png,no_fall,,,,
no_fall_1753352935169.png,no_fall,,,,
no_fall_1753352937182.png,no_fall,,,,
no_fall_1753352939186.png,no_fall,,,,
no_fall_1753352941201.png,no_fall,,,,
fall_1753352942901.png,fall,137,449,261,521
fall_1753352942926.png,fall,136,450,265,523
fall_1753352942954.png,fall,135,451,268,524
no_fall_1753352945224.png,no_fall,,,,
fall_1753352945900.png,fall,-15,297,129,372
fall_1753352945925.png,fall,-13,297,130,370
fall_1753352945955.png,fall,-13,296,133,369
no_fall_1753352951252.png,no_fall,,,,
no_fall_1753352953263.png,no_fall,,,,
no_fall_1753352955270.png,no_fall,,,,
no_fall_1753352957283.png,no_fall,,,,
no_fall_1753352959294.png,no_fall,,,,
no_fall_1753352961301.png,no_fall,,,,
fall_1753352962236.png,fall,193,444,319,527
fall_1753352962261.png,fall,195,446,320,527
fall_1753352962287.png,fall,197,448,321,527
no_fall_1753352963314.png,no_fall,,,,
fall_1753352963464.png,fall,106,294,238,372
fall_1753352963491.png,fall,105,291,241,371
fall_1753352963522.png,fall,104,288,244,370
fall_1753352966698.png,fall,-29,448,115,522
fall_1753352966724.png,fall,-30,449,117,523
fall_1753352966755.png,fall,-30,450,120,524
no_fall_1753352973362.png,no_fall,,,,
fall_1753352973735.png,fall,166,296,291,373
fall_1753352973760.png,fall,166,295,293,371
fall_1753352973788.png,fall,167,295,296,369
no_fall_1753352975379.png,no_fall,,,,
no_fall_1753352977410.png,no_fall,,,,
no_fall_1753352979423.png,no_fall,,,,
fall_1753352980336.png,fall,50,300,183,371
fall_1753352980360.png,fall,48,298,186,370
fall_1753352980389.png,fall,47,297,190,370
no_fall_1753352983440.png,no_fall,,,,
no_fall_1753352985452.png,no_fall,,,,
no_fall_1753352987462.png,no_fall,,,,
no_fall_1753352989469.png,no_fall,,,,
no_fall_1753352991481.png,no_fall,,,,
no_fall_1753352993493.png,no_fall,,,,
no_fall_1753352995505.png,no_fall,,,,
fall_1753352996768.png,fall,114,448,243,523
fall_1753352996800.png,fall,113,449,246,525
fall_1753352996821.png,fall,113,450,249,526
no_fall_1753352999523.png,no_fall,,,,
no_fall_1753353001534.png,no_fall,,,,
no_fall_1753353003540.png,no_fall,,,,
no_fall_1753353005554.png,no_fall,,,,
fall_1753353005593.png,fall,104,447,234,522
fall_1753353005622.png,fall,103,447,238,525
fall_1753353005654.png,fall,102,447,242,528
fall_1753353006669.png,fall,8,299,146,371
fall_1753353006694.png,fall,9,297,147,368
fall_1753353006722.png,fall,10,295,151,368
fall_1753353009335.png,fall,-20,441,139,531
fall_1753353009359.png,fall,-21,442,144,534
fall_1753353009388.png,fall,-23,442,147,536
fall_1753353014467.png,fall,93,298,224,372
fall_1753353014492.png,fall,91,296,228,372
fall_1753353014522.png,fall,89,293,231,372
no_fall_1753353017611.png,no_fall,,,,
fall_1753353018572.png,fall,-6,448,141,528
fall_1753353018597.png,fall,-7,450,144,529
fall_1753353018622.png,fall,-8,453,147,532
no_fall_1753353023640.png,no_fall,,,,
fall_1753353024066.png,fall,118,448,245,522
fall_1753353024092.png,fall,120,450,247,523
fall_1753353024123.png,fall,121,452,248,524
no_fall_1753353027663.png,no_fall,,,,
no_fall_1753353029669.png,no_fall,,,,
no_fall_1753353031683.png,no_fall,,,,
no_fall_1753353033692.png,no_fall,,,,
no_fall_1753353035701.png,no_fall,,,,
no_fall_1753353037712.png,no_fall,,,,
no_fall_1753353039721.png,no_fall,,,,
no_fall_1753353041732.png,no_fall,,,,
no_fall_1753353043739.png,no_fall,,,,
no_fall_1753353045751.png,no_fall,,,,
fall_1753353046570.png,fall,34,448,171,521
fall_1753353046594.png,fall,36,450,172,521
fall_1753353046622.png,fall,35,450,174,523
no_fall_1753353051779.png,no_fall,,,,
no_fall_1753353053789.png,no_fall,,,,
no_fall_1753353055803.png,no_fall,,,,
fall_1753353056498.png,fall,68,291,212,377
fall_1753353056524.png,fall,66,287,216,376
fall_1753353056555.png,fall,64,284,220,376
no_fall_1753353059821.png,no_fall,,,,
no_fall_1753353061832.png,no_fall,,,,
fall_1753353063135.png,fall,-46,298,100,371
fall_1753353063160.png,fall,-46,298,103,370
fall_1753353063189.png,fall,-49,295,108,370
no_fall_1753353069869.png,no_fall,,,,
no_fall_1753353071880.png,no_fall,,,,
no_fall_1753353073891.png,no_fall,,,,
no_fall_1753353075903.png,no_fall,,,,
no_fall_1753353077910.png,no_fall,,,,
fall_1753353079367.png,fall,7,446,152,525
fall_1753353079391.png,fall,7,447,155,528
fall_1753353079423.png,fall,6,448,158,532
fall_1753353082002.png,fall,-8,450,131,521
fall_1753353082027.png,fall,-7,451,133,523
fall_1753353082055.png,fall,-6,451,136,523
no_fall_1753353087959.png,no_fall,,,,
no_fall_1753353089969.png,no_fall,,,,
no_fall_1753353091981.png,no_fall,,,,
no_fall_1753353093991.png,no_fall,,,,
no_fall_1753353096004.png,no_fall,,,,
no_fall_1753353098010.png,no_fall,,,,
no_fall_1753353100021.png,no_fall,,,,
no_fall_1753353102031.png,no_fall,,,,
no_fall_1753353104036.png,no_fall,,,,
no_fall_1753353106050.png,no_fall,,,,
fall_1753353106903.png,fall,29,449,167,523
fall_1753353106927.png,fall,29,451,168,524
fall_1753353106955.png,fall,30,453,170,526
no_fall_1753353112080.png,no_fall,,,,
no_fall_1753353114090.png,no_fall,,,,
fall_1753353114165.png,fall,88,448,219,522
fall_1753353114189.png,fall,88,449,221,524
fall_1753353114222.png,fall,89,450,224,525
no_fall_1753353118109.png,no_fall,,,,
no_fall_1753353120120.png,no_fall,,,,
no_fall_1753353122121.png,no_fall,,,,
no_fall_1753353124137.png,no_fall,,,,
no_fall_1753353126152.png,no_fall,,,,
no_fall_1753353128162.png,no_fall,,,,
fall_1753353129505.png,fall,98,299,226,371
fall_1753353129529.png,fall,96,297,229,371
fall_1753353129556.png,fall,95,295,233,371
no_fall_1753353132179.png,no_fall,,,,
no_fall_1753353134192.png,no_fall,,,,
no_fall_1753353136202.png,no_fall,,,,
no_fall_1753353138208.png,no_fall,,,,
no_fall_1753353140222.png,no_fall,,,,
no_fall_1753353142230.png,no_fall,,,,
no_fall_1753353144239.png,no_fall,,,,
fall_1753353144798.png,fall,-49,295,103,374
fall_1753353144825.png,fall,-47,296,103,372
fall_1753353144855.png,fall,-44,296,104,369
no_fall_1753353150272.png,no_fall,,,,
fall_1753353150402.png,fall,-72,295,81,372
fall_1753353150427.png,fall,-74,292,86,372
fall_1753353150456.png,fall,-76,289,90,371
no_fall_1753353156302.png,no_fall,,,,
no_fall_1753353158308.png,no_fall,,,,
no_fall_1753353160321.png,no_fall,,,,
fall_1753353160836.png,fall,144,293,275,375
fall_1753353160861.png,fall,144,290,278,374
fall_1753353160889.png,fall,143,287,279,374
no_fall_1753353162332.png,no_fall,,,,
no_fall_1753353164336.png,no_fall,,,,
no_fall_1753353166350.png,no_fall,,,,
no_fall_1753353168361.png,no_fall,,,,
no_fall_1753353170371.png,no_fall,,,,
no_fall_1753353172379.png,no_fall,,,,
no_fall_1753353174388.png,no_fall,,,,
no_fall_1753353176401.png,no_fall,,,,
fall_1753353176934.png,fall,47,450,180,521
fall_1753353176959.png,fall,46,451,183,523
fall_1753353176990.png,fall,45,452,186,524
fall_1753353178368.png,fall,-33,449,112,523
fall_1753353178392.png,fall,-33,449,115,526
fall_1753353178424.png,fall,-34,449,117,529
no_fall_1753353184467.png,no_fall,,,,
fall_1753353185302.png,fall,12,299,150,371
fall_1753353185335.png,fall,10,298,152,370
fall_1753353185362.png,fall,10,296,156,369
fall_1753353190036.png,fall,81,439,232,535
fall_1753353190060.png,fall,80,439,235,537
fall_1753353190090.png,fall,79,439,238,539
no_fall_1753353192509.png,no_fall,,,,
no_fall_1753353194518.png,no_fall,,,,
no_fall_1753353196530.png,no_fall,,,,
fall_1753353196703.png,fall,-24,297,122,373
fall_1753353196728.png,fall,-25,296,124,372
fall_1753353196757.png,fall,-25,296,127,371
no_fall_1753353202558.png,no_fall,,,,
no_fall_1753353204571.png,no_fall,,,,
no_fall_1753353206577.png,no_fall,,,,
fall_1753353207337.png,fall,54,449,188,522
fall_1753353207362.png,fall,52,449,191,525
fall_1753353207390.png,fall,51,449,195,527
no_fall_1753353210599.png,no_fall,,,,
no_fall_1753353212605.png,no_fall,,,,
no_fall_1753353214618.png,no_fall,,,,
fall_1753353216370.png,fall,193,290,322,378
no_fall_1753353216629.png,no_fall,,,,
no_fall_1753353218638.png,no_fall,,,,
no_fall_1753353220648.png,no_fall,,,,
no_fall_1753353222660.png,no_fall,,,,
fall_1753353223807.png,fall,120,448,250,525
fall_1753353223831.png,fall,119,449,252,524
fall_1753353223857.png,fall,119,451,255,524
no_fall_1753353226678.png,no_fall,,,,
no_fall_1753353228690.png,no_fall,,,,
no_fall_1753353230699.png,no_fall,,,,
no_fall_1753353232705.png,no_fall,,,,
no_fall_1753353234718.png,no_fall,,,,
no_fall_1753353236730.png,no_fall,,,,
fall_1753353237102.png,fall,19,289,174,379
fall_1753353237127.png,fall,20,288,175,378
fall_1753353237157.png,fall,21,287,177,376
fall_1753353240171.png,fall,30,448,167,522
fall_1753353240196.png,fall,28,448,173,525
fall_1753353240224.png,fall,25,447,176,528
fall_1753353243437.png,fall,42,298,178,371
fall_1753353243461.png,fall,43,298,180,371
fall_1753353243491.png,fall,44,297,181,369
no_fall_1753353246778.png,no_fall,,,,
no_fall_1753353248788.png,no_fall,,,,
fall_1753353249139.png,fall,174,297,296,373
fall_1753353249163.png,fall,172,294,300,373
fall_1753353249190.png,fall,170,291,303,373
no_fall_1753353250798.png,no_fall,,,,
no_fall_1753353252806.png,no_fall,,,,
no_fall_1753353254820.png,no_fall,,,,
no_fall_1753353256830.png,no_fall,,,,
no_fall_1753353258837.png,no_fall,,,,
no_fall_1753353260848.png,no_fall,,,,
fall_1753353261072.png,fall,-138,295,26,375
fall_1753353261097.png,fall,-139,293,29,373
fall_1753353261124.png,fall,-140,292,32,372
fall_1753353264037.png,fall,165,298,287,371
fall_1753353264062.png,fall,163,295,291,370
fall_1753353264091.png,fall,161,292,294,369
fall_1753353267572.png,fall,-120,444,47,529
fall_1753353267597.png,fall,-122,445,50,529
fall_1753353267624.png,fall,-122,446,55,530
no_fall_1753353274918.png,no_fall,,,,
fall_1753353276169.png,fall,158,445,288,528
fall_1753353276193.png,fall,161,447,289,528
fall_1753353276225.png,fall,163,449,289,528
fall_1753353278404.png,fall,-26,447,121,524
fall_1753353278428.png,fall,-28,447,124,527
fall_1753353278458.png,fall,-29,447,127,529
no_fall_1753353284970.png,no_fall,,,,
no_fall_1753353286976.png,no_fall,,,,
no_fall_1753353288988.png,no_fall,,,,
no_fall_1753353290997.png,no_fall,,,,
no_fall_1753353293005.png,no_fall,,,,
no_fall_1753353295018.png,no_fall,,,,
no_fall_1753353297028.png,no_fall,,,,
no_fall_1753353299037.png,no_fall,,,,
fall_1753353300836.png,fall,178,441,310,531
fall_1753353300862.png,fall,179,442,313,532
fall_1753353300891.png,fall,179,443,314,533
no_fall_1753353303058.png,no_fall,,,,
no_fall_1753353305071.png,no_fall,,,,
no_fall_1753353307077.png,no_fall,,,,
no_fall_1753353309088.png,no_fall,,,,
no_fall_1753353311100.png,no_fall,,,,
fall_1753353312871.png,fall,182,448,303,523
fall_1753353312896.png,fall,183,451,305,525
fall_1753353312925.png,fall,183,454,307,526
no_fall_1753353315119.png,no_fall,,,,
fall_1753353316203.png,fall,-101,449,49,521
fall_1753353316227.png,fall,-101,450,51,522
fall_1753353316258.png,fall,-101,450,55,524
no_fall_1753353323148.png,no_fall,,,,
no_fall_1753353325169.png,no_fall,,,,
fall_1753353325966.png,fall,78,447,213,524
fall_1753353325994.png,fall,78,449,215,527
fall_1753353326024.png,fall,79,451,218,529
no_fall_1753353329185.png,no_fall,,,,
no_fall_1753353331196.png,no_fall,,,,
no_fall_1753353333204.png,no_fall,,,,
no_fall_1753353335217.png,no_fall,,,,
no_fall_1753353337227.png,no_fall,,,,
no_fall_1753353339240.png,no_fall,,,,
no_fall_1753353341247.png,no_fall,,,,
no_fall_1753353343258.png,no_fall,,,,
no_fall_1753353345263.png,no_fall,,,,
fall_1753353345672.png,fall,155,299,277,371
fall_1753353345696.png,fall,153,297,281,371
fall_1753353345724.png,fall,150,293,286,371
fall_1753353346204.png,fall,25,444,174,529
fall_1753353346229.png,fall,24,444,177,532
fall_1753353346258.png,fall,24,444,180,535
no_fall_1753353351297.png,no_fall,,,,
fall_1753353351970.png,fall,17,298,155,371
fall_1753353351994.png,fall,17,296,159,372
fall_1753353352025.png,fall,17,294,161,372
fall_1753353356902.png,fall,-39,448,109,525
fall_1753353356927.png,fall,-36,451,109,525
fall_1753353356958.png,fall,-33,455,109,527
no_fall_1753353363358.png,no_fall,,,,
fall_1753353365372.png,fall,82,449,213,522
fall_1753353365397.png,fall,81,450,216,523
fall_1753353365425.png,fall,79,449,221,526
fall_1753353368498.png,fall,-70,446,88,528
fall_1753353368529.png,fall,-71,447,91,531
fall_1753353368559.png,fall,-72,448,95,533
fall_1753353374905.png,fall,-47,448,101,524
fall_1753353374929.png,fall,-50,448,106,527
fall_1753353374958.png,fall,-53,448,111,530
no_fall_1753353381446.png,no_fall,,,,
no_fall_1753353383456.png,no_fall,,,,
no_fall_1753353385467.png,no_fall,,,,
fall_1753353385636.png,fall,36,448,177,526
fall_1753353385661.png,fall,35,449,180,527
fall_1753353385692.png,fall,35,451,183,529
no_fall_1753353389487.png,no_fall,,,,
no_fall_1753353391499.png,no_fall,,,,
fall_1753353391971.png,fall,49,293,189,372
fall_1753353391995.png,fall,48,291,192,371
fall_1753353392025.png,fall,48,289,195,369
no_fall_1753353395517.png,no_fall,,,,
fall_1753353397438.png,fall,171,297,293,372
fall_1753353397463.png,fall,169,295,297,371
fall_1753353397491.png,fall,168,293,301,369
no_fall_1753353399538.png,no_fall,,,,
fall_1753353400105.png,fall,154,450,275,521
fall_1753353400129.png,fall,152,449,279,523
fall_1753353400158.png,fall,150,449,283,526
no_fall_1753353401537.png,no_fall,,,,
no_fall_1753353403558.png,no_fall,,,,
no_fall_1753353405567.png,no_fall,,,,
no_fall_1753353407574.png,no_fall,,,,
no_fall_1753353409584.png,no_fall,,,,
no_fall_1753353411596.png,no_fall,,,,
no_fall_1753353413615.png,no_fall,,,,
no_fall_1753353415644.png,no_fall,,,,
no_fall_1753353417657.png,no_fall,,,,
no_fall_1753353419666.png,no_fall,,,,
fall_1753353420905.png,fall,-13,449,126,520
fall_1753353420930.png,fall,-13,450,129,521
fall_1753353420959.png,fall,-13,451,131,523
no_fall_1753353425696.png,no_fall,,,,
no_fall_1753353427706.png,no_fall,,,,
no_fall_1753353429716.png,no_fall,,,,
no_fall_1753353431726.png,no_fall,,,,
fall_1753353431836.png,fall,80,449,210,520
fall_1753353431861.png,fall,76,449,214,524
fall_1753353431892.png,fall,74,449,219,527
fall_1753353433505.png,fall,9,297,151,373
